SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,666 Post St #704,San Francisco,CA,94109,729000,1,1,Downtown,775,,1926,81,941,820,Active,,,http://www.redfin.com/CA/San-Francisco/666-Post-St-94109/unit-704/home/12400955,San Francisco MLS,484407,N,Y,37.7879056,-122.4129007
MLS Listing,,Condo/Co-op,401 Harrison St Unit 11D,San Francisco,CA,94105,949000,1,1,South Beach,607,,2014,80,1563,1123,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-11D/home/110291284,San Francisco MLS,484460,N,Y,37.786063,-122.392176
MLS Listing,,Multi-Family (5+ Unit),957 Fell St,San Francisco,CA,94117,4200000,2,,Alamo Square,6345,7562,1900,80,662,,Active,,,http://www.redfin.com/CA/San-Francisco/957-Fell-St-94117/home/922228,San Francisco MLS,484480,N,Y,37.774292,-122.433562
MLS Listing,,Condo/Co-op,2222 Hyde St #6,San Francisco,CA,94109,3785000,3,3,Russian Hill,2725,,1920,49,1389,2396,Active,,,http://www.redfin.com/CA/San-Francisco/2222-Hyde-St-94109/unit-6/home/12399858,San Francisco MLS,484498,N,Y,37.8014117,-122.4192777
MLS Listing,,Multi-Family (5+ Unit),1360 Green St,San Francisco,CA,94109,5750000,8,,Russian Hill,7653,3720,1912,79,751,,Active,,,http://www.redfin.com/CA/San-Francisco/1360-Green-St-94109/home/1983859,San Francisco MLS,484526,N,Y,37.7981679,-122.421561
MLS Listing,,Single Family Residential,863 Carolina St,San Francisco,CA,94121,2500000,4,4,Potrero Hill,4451,2495,,77,562,,Active,,,http://www.redfin.com/CA/San-Francisco/863-Carolina-St-94107/home/1981120,San Francisco MLS,484550,N,Y,37.7577428,-122.3996602
MLS Listing,,Single Family Residential,275 Santa Rosa Ave,San Francisco,CA,94112,1499126,5,2,Mission Terrace,1393,4373,1911,75,1076,,Active,,,http://www.redfin.com/CA/San-Francisco/275-Santa-Rosa-Ave-94112/home/1980767,San Francisco MLS,484553,N,Y,37.728426,-122.4397
MLS Listing,,Condo/Co-op,1415 Indiana St #106,San Francisco,CA,94107,1249000,1,2,Central Waterfront,1488,,2000,70,839,789,Active,,,http://www.redfin.com/CA/San-Francisco/1415-Indiana-St-94107/unit-106/home/12397239,San Francisco MLS,484580,N,Y,37.75236,-122.3901722
MLS Listing,,Townhouse,59 Kiska Rd,San Francisco,CA,94124,695000,2,1.5,Bayview,1272,,1996,77,546,475,Active,,,http://www.redfin.com/CA/San-Francisco/59-Kiska-Rd-94124/home/1132116,San Francisco MLS,484584,N,Y,37.730213,-122.378984
MLS Listing,,Condo/Co-op,188 Minna St Unit 32B,San Francisco,CA,94105,2998000,2,2.5,Yerba Buena,1719,,2005,77,1744,2601,Active,,,http://www.redfin.com/CA/San-Francisco/188-Minna-St-94105/unit-32B/home/22884002,San Francisco MLS,484586,N,Y,37.7861462,-122.4013007
MLS Listing,,Single Family Residential,1335 Divisadero St,San Francisco,CA,94115,2495000,4,2.5,Anza Vista,2124,2421,1900,76,1175,,Active,,,http://www.redfin.com/CA/San-Francisco/1335-Divisadero-St-94115/home/1393079,San Francisco MLS,484603,N,Y,37.7819867,-122.4394914
MLS Listing,,Single Family Residential,2148 Pine St,San Francisco,CA,94115,4200000,4,3.5,Lower Pacific Height,3539,3436,1900,75,1187,,Active,July-23-2019 11:30 AM,July-23-2019 12:30 PM,http://www.redfin.com/CA/San-Francisco/2148-Pine-St-94115/home/1099164,San Francisco MLS,484605,N,Y,37.788549,-122.431195
MLS Listing,,Vacant Land,795 Andover St,San Francisco,CA,94110,275000,,,Bernal Heights,,1258,,76,,,Active,,,http://www.redfin.com/CA/San-Francisco/795-Andover-St-94110/unit-V/home/110064278,San Francisco MLS,484618,N,Y,37.733196,-122.416764
MLS Listing,,Multi-Family (2-4 Unit),1214 Sutter St,San Francisco,CA,94109,2995000,,,Van Ness/Civic Center,3700,1398,1913,73,809,,Active,,,http://www.redfin.com/CA/San-Francisco/1214-Sutter-St-94109/home/165877744,San Francisco MLS,484626,N,Y,37.787863,-122.4205124
MLS Listing,,Condo/Co-op,401 Harrison St Unit 27E,San Francisco,CA,94105,2495000,2,2,South Beach,1241,,2014,75,2010,1285,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-27E/home/144064251,San Francisco MLS,484637,N,Y,37.786063,-122.392176
MLS Listing,,Single Family Residential,663 22nd Ave,San Francisco,CA,94121,2950000,4,6,Central Richmond,3330,3000,1919,75,886,,Active,,,http://www.redfin.com/CA/San-Francisco/663-22nd-Ave-94121/home/923022,San Francisco MLS,484683,N,Y,37.7752561,-122.48143
MLS Listing,,Condo/Co-op,706 Mission St Unit 6B,San Francisco,CA,94103,5845000,2,2.5,Yerba Buena,2608,,2020,59,2241,4107,Active,,,http://www.redfin.com/CA/San-Francisco/706-Mission-St-94103/unit-6B/home/166838084,San Francisco MLS,484684,N,Y,37.7860613,-122.4025718
MLS Listing,,Multi-Family (2-4 Unit),18 Day St,San Francisco,CA,94110,1849000,4,2,Noe Valley,2650,2487,1929,67,698,,Active,,,http://www.redfin.com/CA/San-Francisco/18-Day-St-94110/home/1017467,San Francisco MLS,484697,N,Y,37.7433491,-122.4232156
MLS Listing,,Multi-Family (5+ Unit),226-228 Grattan St,San Francisco,CA,94117,3295000,5,,Parnassus/Ashbury Heights,4717,3123,1900,73,699,,Active,,,http://www.redfin.com/CA/San-Francisco/226-Grattan-St-94117/home/601703,San Francisco MLS,484731,N,Y,37.7639778,-122.4515672
MLS Listing,,Condo/Co-op,425 1st St #5101,San Francisco,CA,94105,2175000,2,2,South Beach,,,,60,,1065,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-5101/home/17304835,San Francisco MLS,484741,N,Y,37.7860625,-122.3921764
MLS Listing,,Multi-Family (2-4 Unit),95 Farallones St,San Francisco,CA,94112,1298000,6,,Oceanview,1950,1873,1945,74,666,,Active,,,http://www.redfin.com/CA/San-Francisco/95-Farallones-St-94112/home/829708,San Francisco MLS,484764,N,Y,37.7139377,-122.4558244
MLS Listing,,Multi-Family (2-4 Unit),757 Lombard St,San Francisco,CA,94133,1899000,3,2,Russian Hill,2429,1238,1912,21,782,,Active,,,http://www.redfin.com/CA/San-Francisco/757-Lombard-St-94133/home/147310013,San Francisco MLS,484766,N,Y,37.8026011,-122.4140655
MLS Listing,,Multi-Family (2-4 Unit),4632 25th,San Francisco,CA,94114,2299999,2,2,Noe Valley,2926,2705,1947,74,786,,Active,,,http://www.redfin.com/CA/San-Francisco/4632-25th-St-94114/home/1785246,San Francisco MLS,484769,N,Y,37.7495024,-122.4410618
MLS Listing,,Multi-Family (5+ Unit),536 Thornton Ave,San Francisco,CA,94124,2995000,9,,Silver Terrace,6216,5323,1964,71,482,,Active,,,http://www.redfin.com/CA/San-Francisco/536-Thornton-Ave-94124/home/1248021,San Francisco MLS,484787,N,Y,37.7317948,-122.3989854
MLS Listing,,Condo/Co-op,501 Beale St Unit 18F,San Francisco,CA,94105,1749000,2,2,South Beach,1128,,2006,73,1551,1038,Active,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-18F/home/8184887,San Francisco MLS,484791,N,Y,37.7862533,-122.3891164
MLS Listing,,Single Family Residential,255 Crestmont Dr,San Francisco,CA,94131,1999000,4,3.5,Forest Knolls,2739,2883,1978,73,730,,Active,,,http://www.redfin.com/CA/San-Francisco/255-Crestmont-Dr-94131/home/1494258,San Francisco MLS,484796,N,Y,37.7571943,-122.4600593
MLS Listing,,Single Family Residential,2440 Scott St,San Francisco,CA,94115,5995000,4,3.5,Pacific Heights,4392,2431,1922,70,1365,,Active,,,http://www.redfin.com/CA/San-Francisco/2440-Scott-St-94115/home/1787683,San Francisco MLS,484810,N,Y,37.7923502,-122.4393688
MLS Listing,,Townhouse,1117 Ocean #309,San Francisco,CA,94123,1325000,3,3,Ingleside,1546,,2005,73,857,701,Active,July-23-2019 01:30 PM,July-23-2019 03:00 PM,http://www.redfin.com/CA/San-Francisco/1117-Ocean-Ave-94112/unit-309/home/12278051,San Francisco MLS,484821,N,Y,37.723237,-122.4545155
MLS Listing,,Condo/Co-op,1177 California St #1514,San Francisco,CA,94108,1995000,2,2.5,Nob Hill,1399,,1978,72,1426,1603,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1514/home/551908,San Francisco MLS,484852,N,Y,37.7910262,-122.4136476
MLS Listing,,Single Family Residential,1463 Thomas Ave,San Francisco,CA,94124,888000,2,1,Bayview,995,2495,1900,70,892,,Active,,,http://www.redfin.com/CA/San-Francisco/1463-Thomas-Ave-94124/home/1447545,San Francisco MLS,484879,N,Y,37.72876,-122.388908
MLS Listing,,Condo/Co-op,1075 Market St #812,San Francisco,CA,94103,1259000,2,2,South of Market,850,,2018,70,1481,785,Active,,,http://www.redfin.com/CA/San-Francisco/1075-Market-St-94103/unit-812/home/146166619,San Francisco MLS,484903,N,Y,37.780644,-122.411615
MLS Listing,,Multi-Family (2-4 Unit),2222-2226 Jones St,San Francisco,CA,94133,2180000,10,3,Russian Hill,5428,2796,1907,70,402,,Active,,,http://www.redfin.com/CA/San-Francisco/2222-Jones-St-94133/home/538531,San Francisco MLS,484911,N,Y,37.8018639,-122.4159159
MLS Listing,,Single Family Residential,2814 Clay St,San Francisco,CA,94115,3750000,6,4.5,Pacific Heights,,3828,1885,68,,,Active,,,http://www.redfin.com/CA/San-Francisco/2814-Clay-St-94115/home/1435239,San Francisco MLS,484916,N,Y,37.7901864,-122.4399338
MLS Listing,,Condo/Co-op,1620 Broadway #5,San Francisco,CA,94109,899000,1,1,Pacific Heights,,,1900,67,,355,Active,July-27-2019 02:00 PM,July-27-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/1620-Broadway-94109/unit-5/home/166675026,San Francisco MLS,484963,N,Y,37.795948,-122.424195
MLS Listing,,Condo/Co-op,72 Townsend St #309,San Francisco,CA,94107,1599000,2,2,South Beach,1136,,2015,67,1408,833,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-309/home/100262815,San Francisco MLS,484970,N,Y,37.7812595,-122.3902125
MLS Listing,,Vacant Land,350 V Bancroft Ave,San Francisco,CA,94134,300000,,,Bayview,,5000,,68,,,Active,,,http://www.redfin.com/CA/San-Francisco/350-Bancroft-Ave-94124/home/167653400,San Francisco MLS,484982,N,Y,37.71252,-122.377311
MLS Listing,,Condo/Co-op,1419 A 17th Ave,San Francisco,CA,94122,565000,0,1,Inner Sunset,,,1925,67,,150,Active,,,http://www.redfin.com/CA/San-Francisco/1419A-17th-Ave-94122/home/166692661,San Francisco MLS,484986,N,Y,37.7613615,-122.475153
MLS Listing,,Condo/Co-op,1200 California St Unit 17D,San Francisco,CA,94109,2598000,2,2,Nob Hill,1800,,1962,68,1443,2549,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-17D/home/12400653,San Francisco MLS,484999,N,Y,37.7917486,-122.4144729
MLS Listing,,Condo/Co-op,601 Van Ness Ave #909,San Francisco,CA,94102,675000,1,1,Van Ness/Civic Center,706,,1982,67,956,857,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-909/home/1920368,San Francisco MLS,485006,N,Y,37.7813857,-122.4214063
MLS Listing,,Condo/Co-op,1177 California St #333,San Francisco,CA,94108,899000,1,1,Nob Hill,756,,1978,66,1189,1159,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-333/home/1963300,San Francisco MLS,485019,N,Y,37.7910262,-122.4136476
MLS Listing,,Condo/Co-op,1201 California St #1302,San Francisco,CA,94109,1650000,2,2,Nob Hill,1400,,,67,1179,1716,Active,,,http://www.redfin.com/CA/San-Francisco/1201-California-St-94109/unit-1302/home/12400947,San Francisco MLS,485022,N,Y,37.7910767,-122.4143391
MLS Listing,,Multi-Family (2-4 Unit),750-756 Lake St,San Francisco,CA,94118,11000000,10,8,Lake,,,1911,67,,,Active,,,http://www.redfin.com/CA/San-Francisco/750-Lake-St-94118/home/166703328,San Francisco MLS,485040,N,Y,37.7867156,-122.4677246
MLS Listing,,Condo/Co-op,200 Brannan St #334,San Francisco,CA,94107,2149000,2,2,South Beach,2183,,2004,66,984,878,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-334/home/1286631,San Francisco MLS,485045,N,Y,37.7836002,-122.3907074
MLS Listing,,Condo/Co-op,292 Grand View Ave #2,San Francisco,CA,94114,1650000,3,2.5,Noe Valley,2178,,2001,67,758,,Active,,,http://www.redfin.com/CA/San-Francisco/292-Grand-View-Ave-94114/unit-2/home/1600147,San Francisco MLS,485046,N,Y,37.7535738,-122.441981
MLS Listing,,Condo/Co-op,651 Dolores St,San Francisco,CA,94110,5195000,3,3,Mission Dolores,5525,,1915,61,940,1100,Active,,,http://www.redfin.com/CA/San-Francisco/651-Dolores-St-94110/home/103958195,San Francisco MLS,485054,N,Y,37.7588717,-122.42537
MLS Listing,,Condo/Co-op,10 Innes Ct #203,San Francisco,CA,94124,955000,3,2,Hunters Point,1223,,2018,67,781,588,Active,,,http://www.redfin.com/CA/San-Francisco/10-Innes-Ct-94124/unit-203/home/166705157,San Francisco MLS,485055,N,Y,37.7279079,-122.3678953
MLS Listing,,Single Family Residential,712 De Haro St,San Francisco,CA,94107,3598000,4,3.5,Potrero Hill,2826,2495,1951,67,1273,,Active,,,http://www.redfin.com/CA/San-Francisco/712-De-Haro-St-94107/home/1742641,San Francisco MLS,485059,N,Y,37.7607424,-122.4014414
MLS Listing,,Condo/Co-op,10 Innes Ct #202,San Francisco,CA,94124,785000,2,1,Hunters Point,939,,2018,67,836,523,Active,,,http://www.redfin.com/CA/San-Francisco/10-Innes-Ct-94124/unit-202/home/166707426,San Francisco MLS,485061,N,Y,37.7279079,-122.3678953
MLS Listing,,Multi-Family (2-4 Unit),522-524 Natoma St,San Francisco,CA,94103,1695000,10,4.5,South of Market,3928,1875,1909,39,432,,Active,,,http://www.redfin.com/CA/San-Francisco/522-Natoma-St-94103/home/1470807,San Francisco MLS,485073,N,Y,37.7798299,-122.4083966
MLS Listing,,Condo/Co-op,2060 Divisadero St,San Francisco,CA,94115,1795000,2,3,Pacific Heights,,,1900,67,,150,Active,,,http://www.redfin.com/CA/San-Francisco/2060-Divisadero-St-94115/Uppr/home/166720186,San Francisco MLS,485077,N,Y,37.7889239,-122.4402877
MLS Listing,,Condo/Co-op,338 Spear St Ph -A,San Francisco,CA,94105,4200000,2,2,South Beach,,,2009,66,,985,Active,,,http://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-A/home/166729215,San Francisco MLS,485082,N,Y,37.7894137,-122.3906433
MLS Listing,,Single Family Residential,2290 Green St,San Francisco,CA,94123,6750000,5,4.5,Pacific Heights,4198,2495,1900,52,1608,,Active,,,http://www.redfin.com/CA/San-Francisco/2290-Green-St-94123/home/1941979,San Francisco MLS,485109,N,Y,37.7962203,-122.436655
MLS Listing,,Condo/Co-op,2441 Vallejo St,San Francisco,CA,94123,2995000,4,2.5,Pacific Heights,2915,,,63,1027,,Active,,,http://www.redfin.com/CA/San-Francisco/2441-Vallejo-St-94123/home/1235631,San Francisco MLS,485115,N,Y,37.794643,-122.437408
MLS Listing,,Condo/Co-op,499 33rd Ave #208,San Francisco,CA,94121,1245000,3,3,Outer Richmond,1544,,2004,66,806,526,Active,,,http://www.redfin.com/CA/San-Francisco/499-33rd-Ave-94121/unit-208/home/1338724,San Francisco MLS,485120,N,Y,37.7799877,-122.4936805
MLS Listing,,Condo/Co-op,488 Folsom St #3703,San Francisco,CA,94105,1845000,1,1.5,South Beach,916,,2019,66,2014,1538,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-3703/home/166736707,San Francisco MLS,485129,N,Y,37.7875742,-122.3942618
MLS Listing,,Condo/Co-op,488 Folsom St #4001,San Francisco,CA,94105,4100000,3,3,South Beach,1934,,2019,66,2120,1834,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4001/home/166736728,San Francisco MLS,485130,N,Y,37.7875742,-122.3942618
MLS Listing,,Single Family Residential,105 Vienna St,San Francisco,CA,94112,705000,2,1,Excelsior,924,1875,1901,66,763,,Active,,,http://www.redfin.com/CA/San-Francisco/105-Vienna-St-94112/home/1663518,San Francisco MLS,485132,N,Y,37.7264277,-122.4256335
MLS Listing,,Condo/Co-op,1177 California #1507,San Francisco,CA,94108,1545000,2,2,Nob Hill,1059,,,66,1459,1369,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1507/home/1616937,San Francisco MLS,485135,N,Y,37.7910262,-122.4136476
MLS Listing,,Single Family Residential,2214 34th Ave,San Francisco,CA,94116,1549000,5,3,Parkside,2575,2520,1938,59,602,,Active,,,http://www.redfin.com/CA/San-Francisco/2214-34th-Ave-94116/home/972159,San Francisco MLS,485153,N,Y,37.7457395,-122.4917103
MLS Listing,,Condo/Co-op,88 Guy Pl #202,San Francisco,CA,94105,775000,1,2,South Beach,966,,1998,35,802,706,Active,,,http://www.redfin.com/CA/San-Francisco/88-Guy-Pl-94105/unit-202/home/1513356,San Francisco MLS,485155,N,Y,37.7862219,-122.3948434
MLS Listing,,Condo/Co-op,1940 Scott St,San Francisco,CA,94115,3498000,3,3,Lower Pacific Height,3999,,1880,59,875,300,Active,,,http://www.redfin.com/CA/San-Francisco/1940-Scott-St-94115/home/2009689,San Francisco MLS,485176,N,Y,37.7878684,-122.4385182
MLS Listing,,Multi-Family (5+ Unit),1440 Jones St,San Francisco,CA,94109,3600000,14,,Nob Hill,6111,3628,1910,63,589,,Active,,,http://www.redfin.com/CA/San-Francisco/1440-Jones-St-94109/home/1682708,San Francisco MLS,485180,N,Y,37.794658,-122.4144
MLS Listing,,Condo/Co-op,220 Lombard St #823,San Francisco,CA,94111,2850000,3,2,North Waterfront,1817,,1992,63,1569,1360,Active,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-823/home/542258,San Francisco MLS,485185,N,Y,37.8042439,-122.4055041
MLS Listing,,Condo/Co-op,355 1st St Unit S1502,San Francisco,CA,94105,1799000,2,2,South Beach,1166,,,60,1543,913,Active,,,http://www.redfin.com/CA/San-Francisco/355-1st-St-94105/unit-S1502/home/1837560,San Francisco MLS,485196,N,Y,37.7870311,-122.3936421
MLS Listing,,Condo/Co-op,99 Rausch St #518,San Francisco,CA,94103,1269000,2,2,South of Market,934,,2018,60,1359,754,Active,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-518/home/166816224,San Francisco MLS,485218,N,Y,37.7761989,-122.4090638
MLS Listing,,Condo/Co-op,738 Long Bridge St #117,San Francisco,CA,94158,2350000,3,3,Mission Bay,1680,,2016,13,1399,1132,Active,,,http://www.redfin.com/CA/San-Francisco/738-Long-Bridge-St-94158/unit-117/home/109278406,San Francisco MLS,485219,N,Y,37.7717748,-122.3940731
MLS Listing,,Single Family Residential,3530 Washington St,San Francisco,CA,94118,10250000,5,4.5,Presidio Heights,6245,3188,1907,56,1641,,Active,,,http://www.redfin.com/CA/San-Francisco/3530-Washington-St-94118/home/1523597,San Francisco MLS,485222,N,Y,37.7896898,-122.4512466
MLS Listing,,Condo/Co-op,690 Market St #1404,San Francisco,CA,94104,2275000,3,3,Financial District,1954,,2007,60,1164,3143,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-1404/home/21967194,San Francisco MLS,485224,N,Y,37.7882479,-122.4032322
MLS Listing,,Condo/Co-op,830 Minnesota,San Francisco,CA,94107,1695000,2,2.5,Central Waterfront,1720,,2009,61,985,603,Active,,,http://www.redfin.com/CA/San-Francisco/830-Minnesota-St-94107/home/40142884,San Francisco MLS,485230,N,Y,37.7599551,-122.3905763
MLS Listing,,Multi-Family (2-4 Unit),813-817 Chenery St,San Francisco,CA,94131,1950000,8,3,Glen Park,3120,2500,1907,54,625,,Active,July-28-2019 02:00 PM,July-28-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/813-Chenery-St-94131/home/2019989,San Francisco MLS,485233,N,Y,37.7346615,-122.4359294
MLS Listing,,Single Family Residential,1350 Jones St,San Francisco,CA,94109,16500000,4,3.75,Nob Hill,,2060,,53,,,Active,,,http://www.redfin.com/CA/San-Francisco/1350-Jones-St-94109/home/1578231,San Francisco MLS,485242,N,Y,37.793862,-122.414359
MLS Listing,,Multi-Family (5+ Unit),3900 3rd St,San Francisco,CA,94124,3995000,,,Bayview,,2396,1913,60,,,Active,,,http://www.redfin.com/CA/San-Francisco/3900-3rd-St-94124/home/140463629,San Francisco MLS,485247,N,Y,37.7419128,-122.3885285
MLS Listing,,Condo/Co-op,301 Mission St Unit 28F,San Francisco,CA,94105,1675000,2,2,Yerba Buena,1601,,2009,61,1046,2837,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-28F/home/40138827,San Francisco MLS,485256,N,Y,37.7903824,-122.3961531
MLS Listing,,Single Family Residential,55 Palm Ave,San Francisco,CA,94118,6295000,6,6.5,Jordan Park/Laurel Heights,6305,4800,1915,54,998,,Active,,,http://www.redfin.com/CA/San-Francisco/55-Palm-Ave-94118/home/1859545,San Francisco MLS,485258,N,Y,37.7846463,-122.4582902
MLS Listing,,Condo/Co-op,706 Mission St #501,San Francisco,CA,94103,6450000,2,3,Yerba Buena,2780,,2020,59,2320,4216,Active,,,http://www.redfin.com/CA/San-Francisco/706-Mission-St-94103/unit-501/home/166838083,San Francisco MLS,485299,N,Y,37.7860613,-122.4025718
MLS Listing,,Condo/Co-op,706 Mission St Unit 14C,San Francisco,CA,94103,2535000,1,1.5,Yerba Buena,1075,,2020,59,2358,3141,Active,,,http://www.redfin.com/CA/San-Francisco/706-Mission-St-94103/unit-14C/home/166838082,San Francisco MLS,485302,N,Y,37.7860613,-122.4025718
MLS Listing,,Condo/Co-op,706 Mission St Unit 7A,San Francisco,CA,94103,7840000,3,3.5,Yerba Buena,3146,,2020,59,2492,4447,Active,,,http://www.redfin.com/CA/San-Francisco/706-Mission-St-94103/unit-7A/home/166838080,San Francisco MLS,485304,N,Y,37.7860613,-122.4025718
MLS Listing,,Condo/Co-op,1483 Sutter St #501,San Francisco,CA,94109,855000,1,1,Van Ness/Civic Center,801,,1993,59,1067,678,Active,,,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-501/home/1562005,San Francisco MLS,485333,N,Y,37.7867158,-122.4242025
MLS Listing,,Condo/Co-op,131 Missouri St #302,San Francisco,CA,94107,2050000,2,2,Potrero Hill,1462,,2017,59,1402,636,Active,,,http://www.redfin.com/CA/San-Francisco/131-Missouri-St-94107/unit-302/home/166836113,San Francisco MLS,485344,N,Y,37.7646873,-122.3964186
MLS Listing,,Condo/Co-op,55 Page St #213,San Francisco,CA,94102,308595,0,1,Hayes Valley,463,,2008,55,667,451,Active,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-213/home/17305741,San Francisco MLS,485354,N,Y,37.7738899,-122.4218771
MLS Listing,,Single Family Residential,2115 Bush St,San Francisco,CA,94115,5250000,4,4.5,Lower Pacific Height,3500,4260,1900,59,1500,,Active,,,http://www.redfin.com/CA/San-Francisco/2115-Bush-St-94115/home/1227319,San Francisco MLS,485364,N,Y,37.786956,-122.4324134
MLS Listing,,Single Family Residential,3145 Cesar Chavez,San Francisco,CA,94110,1195000,2,1,Bernal Heights,1315,5311,1908,57,909,,Active,,,http://www.redfin.com/CA/San-Francisco/3145-Cesar-Chavez-94110/home/17304742,San Francisco MLS,485392,N,Y,37.7480198,-122.4125481
MLS Listing,,Condo/Co-op,1620 Broadway #3,San Francisco,CA,94109,929000,2,1,Pacific Heights,,,1900,51,,373,Active,,,http://www.redfin.com/CA/San-Francisco/1620-Broadway-94109/unit-3/home/166949405,San Francisco MLS,485398,N,Y,37.795948,-122.424195
MLS Listing,,Condo/Co-op,1177 California St #1023,San Francisco,CA,94108,749000,1,1,Nob Hill,706,,1978,38,1061,1125,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1023/home/1382908,San Francisco MLS,485406,N,Y,37.7910262,-122.4136476
MLS Listing,,Condo/Co-op,123 Highland Ave,San Francisco,CA,94110,699000,2,1,Bernal Heights,830,,1908,55,842,240,Active,,,http://www.redfin.com/CA/San-Francisco/123-Highland-Ave-94110/home/40142903,San Francisco MLS,485415,N,Y,37.7374941,-122.4233093
MLS Listing,,Multi-Family (2-4 Unit),4165-4167 20th St,San Francisco,CA,94141,2595000,5,3,Eureka Valley/Dolore,2802,2848,1902,56,926,,Active,,,http://www.redfin.com/CA/San-Francisco/4165-20th-St-94114/home/712678,San Francisco MLS,485418,N,Y,37.7574918,-122.4338624
MLS Listing,,Condo/Co-op,88 Hoff St #105,San Francisco,CA,94110,448392,1,1.5,Inner Mission,1001,,1999,53,448,574,Active,,,http://www.redfin.com/CA/San-Francisco/88-Hoff-St-94110/unit-105/home/1837491,San Francisco MLS,485447,N,Y,37.7639197,-122.4207016
MLS Listing,,Multi-Family (2-4 Unit),1040-1042 Florida St,San Francisco,CA,94110,1050500,4,2,Inner Mission,1368,2600,1900,45,768,,Active,,,http://www.redfin.com/CA/San-Francisco/1040-Florida-St-94110/home/733521,San Francisco MLS,485463,N,Y,37.7552304,-122.4105841
MLS Listing,,Multi-Family (2-4 Unit),674 Broadway,San Francisco,CA,94133,2300000,,,Financial District,5910,3163,1907,55,389,,Active,,,http://www.redfin.com/CA/San-Francisco/674-Broadway-94133/home/162516065,San Francisco MLS,485481,N,Y,37.797814,-122.408194
MLS Listing,,Single Family Residential,547 Missouri St,San Francisco,CA,94107,4995000,5,5.5,Potrero Hill,,2500,1900,54,,,Active,July-23-2019 02:30 PM,July-23-2019 04:00 PM,http://www.redfin.com/CA/San-Francisco/547-Missouri-St-94107/home/1094197,San Francisco MLS,485489,N,Y,37.7593857,-122.3960093
MLS Listing,,Condo/Co-op,588 South Van Ness Ave #3,San Francisco,CA,94110,899000,1,1.5,Inner Mission,,,,53,,419,Active,,,http://www.redfin.com/CA/San-Francisco/588-S-Van-Ness-Ave-94110/unit-3/home/1223970,San Francisco MLS,485497,N,Y,37.7638352,-122.4176745
MLS Listing,,Single Family Residential,67 Jordan Ave,San Francisco,CA,94118,4250000,5,3.5,Jordan Park/Laurel Heights,3258,3998,1908,10,1304,,Active,,,http://www.redfin.com/CA/San-Francisco/67-Jordan-Ave-94118/home/1826107,San Francisco MLS,485499,N,Y,37.7846147,-122.4571844
MLS Listing,,Condo/Co-op,733 Front St #407,San Francisco,CA,94111,1005000,1,1,Financial District,843,,2007,52,1192,874,Active,,,http://www.redfin.com/CA/San-Francisco/733-Front-St-94111/unit-407/home/21966928,San Francisco MLS,485503,N,Y,37.798027,-122.4000919
MLS Listing,,Townhouse,155 Ames Aly,San Francisco,CA,94110,2245000,3,2.5,Noe Valley,2221,,2010,54,1011,303,Active,,,http://www.redfin.com/CA/San-Francisco/155-Ames-Aly-94110/home/28532976,San Francisco MLS,485512,N,Y,37.7540598,-122.4235763
